participant_id,condition,model_name,coder_id,criticality_score,specificity_score,riskiness_score,feedback_honesty_index,coding_notes,timestamp_coded
9c07cc08-dedd-4455-bfaa-315d4c154832,competent,Claude Sonnet,llm_coder,3,5,2,3.33,"Criticality: Moderate critique of coordination failures but framed diplomatically, not intense.; Specificity: Detailed concrete incidents with clear context and impact on work.; Riskiness: Softens critique, avoids blaming individuals, hesitant to challenge senior colleagues.",2026-08-01T08:52:20.619911+00:00
9cfac893-1e07-4a6a-b700-2cf89b9409f3,warm,GPT-4o Mini,llm_coder,3,3,2,2.67,"Criticality: Moderate critique of communication and role clarity, but framed diplomatically without severe alarm.; Specificity: Gives hypothetical examples like duplicated work and shifting priorities, but stays somewhat abstract.; Riskiness: Focuses on processes and self-blame as junior, avoiding direct challenge to authority.",2026-08-01T08:52:24.301551+00:00
a10b9267-8b57-45c0-a5ca-9b4947134311,competent,Claude Haiku,llm_coder,3,4,2,3.0,"Criticality: Moderate critique of processes but softened by explicit disavowal of intentional mismanagement.; Specificity: Multiple concrete examples like Friday-Monday requests and conflicting senior instructions with context.; Riskiness: Frames issues as systemic growing pains, avoids challenging authority, proposes constructive non-critical approach.",2026-08-01T08:52:27.754602+00:00
a22082b7-aedc-4fb1-a593-1c072e70fb92,competent,Claude Haiku,llm_coder,4,3,3,3.33,"Criticality: Pointed critique of systemic failures in processes, communication, and leadership clarity.; Specificity: Describes concrete patterns like duplicated tasks and conflicting instructions but no specific incidents.; Riskiness: Challenges leadership clarity and structure but hedges with self-limiting caveats and disclaimers.",2026-08-01T08:52:30.815873+00:00
a2658277-726b-4a2e-854d-9805873a2a62,warm,Claude Sonnet,llm_coder,3,5,3,3.67,"Criticality: Identifies real systemic problems but frames them diplomatically without intense critique.; Specificity: Multiple concrete incidents with dates, examples, and clear impacts described.; Riskiness: Challenges unclear decision authority and informal practices but softens critique of leadership.",2026-08-01T08:52:34.370762+00:00
a8da78f2-eb97-4051-b06b-cdf98832af50,competent,Claude Sonnet,llm_coder,3,5,3,3.67,"Criticality: Identifies real coordination problems but frames them diplomatically without harsh critique.; Specificity: Multiple detailed incidents with context, impact, and concrete proposed fixes.; Riskiness: Challenges unclear ownership and priority-setting but avoids direct challenge to authority.",2026-08-01T08:52:37.445063+00:00
af7ab15a-642f-42ea-995b-528c062bc871,competent,Claude Sonnet,llm_coder,3,5,2,3.33,"Criticality: Moderate critique of coordination practices, framed carefully as process issues not failures.; Specificity: Detailed concrete examples like duplicate report task with clear context and impact.; Riskiness: Suggests structural changes but deliberately avoids challenging individuals or authority.",2026-08-01T08:52:40.403711+00:00
b108a460-7032-4727-b201-70549d97dcbe,warm,Claude Sonnet,llm_coder,3,5,2,3.33,"Criticality: Moderate critique of ad hoc practices, but framed diplomatically without blaming individuals.; Specificity: Detailed concrete incidents like data cleanup overlap and conflicting report instructions with clear impact.; Riskiness: Critiques processes and blurry authority but avoids directly challenging management or individuals.",2026-08-01T08:52:44.058803+00:00
b16b1c87-5ff0-4734-896f-12294b6922f2,competent,GPT-4o,llm_coder,3,2,2,2.33,"Criticality: Moderate critique of communication and role clarity issues, but not fundamental failures.; Specificity: Discusses issue categories abstractly without concrete incidents or named examples.; Riskiness: Suggests process improvements without directly challenging management or authority.",2026-08-01T08:52:47.950417+00:00
b1dfd1ac-a663-48c0-8319-71077dc125e6,competent,GPT-4o Mini,llm_coder,3,3,2,2.67,"Criticality: Moderate critique of processes and communication, but framed diplomatically without severe alarm.; Specificity: Some concrete examples like duplicated work, but mostly abstract descriptions of issues.; Riskiness: Critiques processes generally, avoids challenging specific authority or management directly.",2026-08-01T08:52:51.983261+00:00
b4a6f3eb-1bc7-4f6a-92e8-10c5260b5af9,competent,GPT-4o Mini,llm_coder,3,3,3,3.0,Criticality: Moderate critique of communication and role ambiguity but not fundamental failures.; Specificity: Mentions overlapping tasks and duplication but relies on general abstract patterns.; Riskiness: Points to reactive management and weak leadership but softens with tentative language.,2026-08-01T08:52:55.156575+00:00
b619ba2b-4bba-4421-abe5-49482715bd2c,warm,Claude Sonnet,llm_coder,3,4,2,3.0,"Criticality: Moderate critique of structural processes but repeatedly softens by absolving individuals.; Specificity: Multiple concrete incidents like duplicated Friday data task and conflicting instructions.; Riskiness: Frames issues as structural, avoids challenging authority or blaming management directly.",2026-08-01T08:52:58.395855+00:00
b8da1588-8e69-4428-a6fb-b3c45e363895,competent,GPT-4o Mini,llm_coder,3,2,2,2.33,Criticality: Moderate critique of team processes but framed diplomatically without severe intensity.; Specificity: Describes patterns like duplicated work but cites no specific incidents or examples.; Riskiness: Points to process gaps and decision-making ambiguity but avoids directly challenging authority.,2026-08-01T08:53:01.707819+00:00
b94db764-ce43-4a5f-aa9f-bb294d58b1b8,competent,Claude Haiku,llm_coder,3,3,2,2.67,"Criticality: Identifies real systemic process problems but frames them softly as non-malicious.; Specificity: Gives duplicate-document and deadline examples but mostly relies on abstract patterns.; Riskiness: Hedges as junior person, avoids challenging authority, blames processes not people.",2026-08-01T08:53:05.201935+00:00
b9ed4f42-01a5-439c-bdb5-2ecb57360699,competent,Claude Sonnet,llm_coder,4,5,3,4.0,"Criticality: Points to systemic failures in ownership, coordination, and priority-setting affecting the whole team.; Specificity: Cites concrete duplication incident, conflicting formatting instructions, and repeated late nights with impact.; Riskiness: Challenges unclear leadership and reactive culture but softens critique via junior deference.",2026-08-01T08:53:09.177686+00:00
bbc7b51d-6cd7-4cbf-a767-c02d27301ccc,warm,GPT-4o,llm_coder,3,2,2,2.33,"Criticality: Identifies real communication and leadership problems but frames them softly and diplomatically.; Specificity: Describes general patterns without concrete incidents, names, or specific examples.; Riskiness: Vaguely notes leadership gaps but avoids directly challenging any authority figure.",2026-08-01T08:53:12.733692+00:00
bbcd56cf-6829-42b4-97e0-cef2594718a5,warm,GPT-4o,llm_coder,3,3,3,3.0,"Criticality: Identifies real communication and organizational problems but frames them moderately, not as fundamental failures.; Specificity: Describes patterns like last-minute tasks and duplicated work but lacks specific named incidents.; Riskiness: Implicitly critiques leadership and planning but softens with hedged, indirect language.",2026-08-01T08:53:16.656229+00:00
bc2d46ee-23b5-4fe1-87eb-2f72875d0dc5,warm,Claude Sonnet,llm_coder,3,5,2,3.33,"Criticality: Identifies real systemic process problems but frames them diplomatically, not as fundamental failures.; Specificity: Multiple concrete incidents with dates, context, and clear impact on work and effort.; Riskiness: Mildly critiques processes and suggests changes but avoids challenging authority directly, deferring as junior.",2026-08-01T08:53:20.445016+00:00
bc997db2-2943-41fb-8c5b-011c32b6719d,competent,GPT-4o,llm_coder,3,2,2,2.33,Criticality: Identifies real workflow problems but frames them softly as organizational issues.; Specificity: Describes general patterns without any concrete examples despite repeated prompts.; Riskiness: Critiques processes generically without challenging specific people or authority.,2026-08-01T08:53:23.857208+00:00
bd18c757-f41a-4059-bcce-65bcf32be2e7,competent,Claude Sonnet,llm_coder,3,5,2,3.33,"Criticality: Identifies real systemic problems but repeatedly softens with 'not bad faith' framing.; Specificity: Multiple concrete incidents with dates, examples, and clear personal and team impact.; Riskiness: Critiques processes gently, attributing issues to systems rather than challenging authority directly.",2026-08-01T08:53:27.104940+00:00
bd3fce0a-ab4d-4b5c-af63-0024f291f1f1,warm,Claude Sonnet,llm_coder,4,5,3,4.0,"Criticality: Points out systemic planning, ownership, and communication failures, not just surface issues.; Specificity: Concrete Thursday-to-Monday example plus detailed impacts and actionable solutions with context.; Riskiness: Challenges management processes but hedges with junior framing and low-pressure tone.",2026-08-01T08:53:30.273940+00:00
c204d28b-c373-4680-94b1-beebf5b08738,competent,GPT-4o Mini,llm_coder,3,2,2,2.33,"Criticality: Moderate critique of communication and leadership gaps without intense fundamental challenge.; Specificity: Describes patterns but cites no concrete incidents with dates or names.; Riskiness: Mentions leadership involvement but frames issues as process gaps, minimally challenging authority.",2026-08-01T08:53:33.764853+00:00
c2a84510-5dbd-4db5-bd79-236551396dff,competent,Claude Sonnet,llm_coder,3,5,2,3.33,"Criticality: Identifies real recurring problems in coordination and ownership but frames diplomatically.; Specificity: Cites concrete incidents like duplicated report task with frequency and impact.; Riskiness: Critiques processes cautiously, softens claims, avoids challenging specific authority figures directly.",2026-08-01T08:53:37.482148+00:00
c33a1f76-f781-4dec-b964-2067e3258b0e,competent,Claude Sonnet,llm_coder,3,5,2,3.33,"Criticality: Moderate critique of processes without challenging fundamental team failures or leadership.; Specificity: Multiple detailed incidents with clear context and concrete impact described.; Riskiness: Frames issues as structural, avoids blaming authority, explicitly diplomatic toward seniors.",2026-08-01T08:53:41.393324+00:00
c5054450-cd99-4874-8e6e-fc5bf8aa6098,warm,Claude Sonnet,llm_coder,3,5,2,3.33,"Criticality: Identifies real coordination problems but frames diplomatically without intense critique.; Specificity: Cites frequency, concrete incidents, impacts, and detailed actionable solutions.; Riskiness: Softens critique with disclaimers, avoids challenging authority directly.",2026-08-01T08:53:45.026320+00:00
cc7e5082-d53a-4f0d-9614-d1b6ba25d53d,warm,Claude Sonnet,llm_coder,3,5,3,3.67,"Criticality: Moderate critique of process and ownership failures without intense condemnation.; Specificity: Detailed concrete examples with clear context and quantified impact throughout.; Riskiness: Challenges practices and hints at leadership issues but frames diplomatically, avoiding blame.",2026-08-01T08:53:48.815356+00:00
ceb91454-f56b-4dc8-bbd5-c4d3a0895a96,warm,GPT-4o,llm_coder,3,3,2,2.67,Criticality: Identifies real organizational problems but frames them diplomatically without intense critique.; Specificity: Describes patterns like duplicated work and missed deadlines but no specific incidents.; Riskiness: Critiques processes generally without directly challenging management or authority.,2026-08-01T08:53:52.353736+00:00
cf664a34-77ed-419b-9c99-ba74684617a1,competent,GPT-4o Mini,llm_coder,3,3,2,2.67,"Criticality: Identifies real communication and role problems but frames diplomatically, not as fundamental failures.; Specificity: Mentions duplicated efforts and conflicting instructions but examples remain generic without concrete incidents.; Riskiness: Suggests process improvements without directly challenging authority or naming responsible individuals.",2026-08-01T08:53:55.457112+00:00
d02a6974-6abf-4084-8306-e7fc57799323,competent,Claude Sonnet,llm_coder,3,4,2,3.0,"Criticality: Identifies real systemic problems but frames them charitably, avoiding intense critique.; Specificity: Multiple concrete incidents like twice-monthly duplicated work, but some examples remain generalized.; Riskiness: Critiques processes while explicitly absolving individuals and authority of blame.",2026-08-01T08:53:58.847718+00:00
d22de9e8-97ec-427f-b79c-7dc4e76c943c,warm,GPT-4o,llm_coder,3,3,2,2.67,"Criticality: Moderate critique of communication and role-clarity failures without intense confrontation.; Specificity: Describes patterns like duplication and conflicting instructions but lacks specific named incidents.; Riskiness: Critiques processes generally, avoids challenging specific authority or management directly.",2026-08-01T08:54:02.184170+00:00
d5292248-892a-4702-ac00-368d353be82f,warm,Claude Sonnet,llm_coder,3,5,3,3.67,Criticality: Moderate critique of coordination failures without intense challenge to fundamental team leadership.; Specificity: Detailed concrete incidents like conflicting report/slides request with clear impact context.; Riskiness: Challenges prioritization practices and decision rights but frames issues as unintentional process gaps.,2026-08-01T08:54:05.792769+00:00
dd07ad4b-dd85-4a68-952d-a5fa4d90a9be,competent,Claude Sonnet,llm_coder,3,5,3,3.67,"Criticality: Identifies real systemic problems but frames them diplomatically, avoiding blame or fundamental failure critique.; Specificity: Multiple detailed incidents with context, timeframes, and clear impact on work and team.; Riskiness: Challenges task-assignment practices and role ambiguity but avoids directly confronting authority figures.",2026-08-01T08:54:09.490552+00:00
dd1fa50c-b00c-4909-b1fe-c725b5ca52fb,warm,Claude Sonnet,llm_coder,3,4,3,3.33,"Criticality: Identifies real systemic problems but frames them mildly, avoiding intense critique.; Specificity: Provides multiple concrete incidents like the 4pm data-prep and duplicated work.; Riskiness: Challenges processes and points upstream to leadership but softens blame diplomatically.",2026-08-01T08:54:12.935834+00:00
dfacc781-4134-407b-938b-f62e2cfa4af2,warm,GPT-4o Mini,llm_coder,3,3,2,2.67,"Criticality: Moderate critique of process and communication issues, but framed diplomatically without severe indictment.; Specificity: Some concrete examples like last-minute assignments, but mostly abstract descriptions of issues.; Riskiness: Suggests process improvements without directly challenging management or authority structures.",2026-08-01T08:54:16.423449+00:00
e5e756bd-07dc-4cbc-9cd6-a1d63f68729c,warm,GPT-4o Mini,llm_coder,3,3,2,2.67,"Criticality: Moderate critique of process failures affecting team performance, but not fundamental team failures.; Specificity: Describes recurring patterns and offers concrete tool suggestions but lacks specific incidents.; Riskiness: Frames issues as processes, hedges as junior member, avoids challenging authority directly.",2026-08-01T08:54:19.531336+00:00
e62debfa-0ade-4dba-a333-b71269022773,competent,GPT-4o Mini,llm_coder,3,2,2,2.33,"Criticality: Moderate critique of workflow, communication, and accountability but framed diplomatically.; Specificity: Describes issues generally without concrete incidents or specific examples despite prompting.; Riskiness: Mildly critiques processes but avoids directly challenging management or authority.",2026-08-01T08:54:23.315382+00:00
e931d34d-3960-4c2d-b802-9dbb01182e04,competent,GPT-4o Mini,llm_coder,3,3,2,2.67,Criticality: Identifies real communication and coordination problems but frames them diplomatically without strong critique.; Specificity: Offers one concrete example of shifting deadlines but mostly abstract descriptions of issues.; Riskiness: Suggests process improvements without challenging management or authority directly.,2026-08-01T08:54:26.902450+00:00
f221d986-06aa-41c2-a0ff-14bacf5aede0,competent,Claude Sonnet,llm_coder,3,4,2,3.0,"Criticality: Moderate critique of team processes but framed diplomatically as structural, not fundamental failures.; Specificity: Multiple specific incidents like duplicated data-cleaning task with context and impact.; Riskiness: Emphasizes structural causes, avoids blaming individuals or challenging authority directly.",2026-08-01T08:54:29.876656+00:00
f2942262-acdd-483a-8b7e-b7619681e5bc,warm,Claude Sonnet,llm_coder,3,4,2,3.0,"Criticality: Identifies real coordination and decision-making problems but frames them diplomatically, not as fundamental failures.; Specificity: Cites multiple concrete incidents like duplicated meeting prep and conflicting instructions with context.; Riskiness: Critiques processes and culture gently, avoids directly challenging authority or naming individuals.",2026-08-01T08:54:33.050886+00:00
f50e3b82-ad7a-437f-bff4-7e8027358095,warm,GPT-4o Mini,llm_coder,3,3,2,2.67,"Criticality: Moderate critique of team processes and communication breakdowns without intense condemnation.; Specificity: Names concrete issues like duplicated efforts and conflicting instructions but stays abstract without specific incidents.; Riskiness: Critiques processes diplomatically, framing fixes as collaborative rather than challenging authority directly.",2026-08-01T08:54:37.764915+00:00
f60fbfc0-68c2-4914-bec6-b25b0cb80413,warm,GPT-4o,llm_coder,3,2,2,2.33,"Criticality: Moderate critique of communication and role clarity, but hedged and non-confrontational.; Specificity: Describes general patterns without concrete named incidents or specific examples.; Riskiness: Frames issues as systemic processes, avoids challenging specific people or authority.",2026-08-01T08:54:41.040195+00:00
f660793c-8ca9-4495-9a76-b2f432719b7d,competent,GPT-4o,llm_coder,3,2,2,2.33,"Criticality: Moderate critique of organizational and communication practices without intense escalation.; Specificity: Vague references to issues, no concrete examples or specific incidents provided.; Riskiness: Critiques processes generally, avoids directly challenging management or authority figures.",2026-08-01T08:54:44.216986+00:00
f8a3e313-8d6f-4ad3-a21b-b8d49e8e22b2,warm,GPT-4o Mini,llm_coder,3,2,2,2.33,Criticality: Moderate critique of workflow and communication issues without challenging fundamental failures.; Specificity: Describes general patterns but cites no concrete incidents with specific context.; Riskiness: Critiques processes generally but avoids naming authority or challenging management directly.,2026-08-01T08:54:47.465632+00:00
fb126af7-df43-4990-8d12-3d8b038f20d8,competent,GPT-4o,llm_coder,3,2,2,2.33,Criticality: Identifies real organizational problems but frames them diplomatically without intense critique.; Specificity: Describes issues abstractly with no concrete incidents or specific examples.; Riskiness: Points to systemic gaps but avoids challenging specific authority or individuals.,2026-08-01T08:54:50.974997+00:00
fc8b25ed-2fae-4538-a5eb-09ec7d1ea441,competent,GPT-4o Mini,llm_coder,3,3,2,2.67,Criticality: Identifies real communication and role issues but frames diplomatically without severe critique.; Specificity: Describes patterns like duplication and last-minute tasks but lacks concrete named incidents.; Riskiness: Suggests process improvements without directly challenging management or authority figures.,2026-08-01T08:54:54.238473+00:00
